,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),1060_8_FBG,1060_8_RBG,1060_9_FBG,1060_9_RBG,1060_10_FBG,1060_10_RBG,1062_8_FBG,1062_8_RBG,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),1062_9_FBG,20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),1062_9_RBG,1062_10_FBG,1062_10_RBG,1074_8_FBG,1074_8_RBG,1074_9_FBG,1074_9_RBG,1074_10_FBG,1074_10_RBG,1076_8_FBG,1076_8_RBG,1076_9_FBG,1076_9_RBG,1076_10_FBG,1076_10_RBG,1082_8_FBG,1082_8_RBG,1082_9_FBG,1082_9_RBG,1082_10_FBG,1082_10_RBG,1091_8_FBG,1091_8_RBG,1091_9_FBG,1091_9_RBG,1091_10_FBG,1091_10_RBG,1092_8_FBG,1092_8_RBG,1092_9_FBG,1092_9_RBG,1092_10_FBG,1092_10_RBG,1093_8_FBG,1093_8_RBG,1093_9_FBG,1093_9_RBG,1093_10_FBG,1093_10_RBG,1101_8_FBG,1101_8_RBG,1101_9_FBG,1101_9_RBG,1101_10_FBG,1101_10_RBG,1102_8_FBG,1102_8_RBG,1102_9_FBG,1102_9_RBG,1102_10_FBG,1102_10_RBG,20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),mean,is_id,C,unsat,C_cat,unsat_cat
2240,15.193,927.68042,+,5192588.136,,,21,Adduct of existing identified peak,9299.292654,8402.24429,2001815.607,653375.7231,2112662.471,512279.7607,1106696.957,788671.3841,1617008.092,871493.7133,825979.9879,1752465.0,2059627.139,531589.8745,2193572.923,312975.2301,1769684.378,732937.3607,2420569.83,538567.879,1356379.49,529608.1101,5192588.136,2050633.919,3432867.125,1214708.071,2086902.941,1277000.344,2263683.806,731477.0216,1076020.35,757703.5312,531926.8556,1496060.026,1335653.744,166589.2879,1546372.104,381024.9859,921707.955,191229.6341,1103704.113,343778.5678,2011652.574,202416.9265,1652868.394,308385.385,1444605.52,355242.3177,1629216.475,824821.3911,1378594.539,521983.2048,2045908.227,498556.5608,1464354.432,762282.602,1068571.15,729641.3289,2616077.68,604995.2172,2340051.289,1005005.956,1789095.796,1295273.086,9486.501575,8678.584197,8449.210633,1274226.4392283333,False,,,,
2241,15.194,928.68689,+,2220675.321,,,11,M+1 isotope,9974.113038,9011.9687,1055190.374,333661.4244,1162889.084,281547.9951,616744.8305,369412.1475,800297.7707,688725.3797,542122.6138,1191198.854,1054630.752,478256.7745,1046578.037,153131.0506,1027451.937,418564.4782,867602.8961,272736.0642,644478.2227,261705.3978,2220675.321,1011390.86,1884545.147,687756.4123,1160462.196,811906.1006,1040687.978,642035.4818,591404.3002,551189.0969,341327.3312,786992.6071,743310.4081,129705.3486,730518.1762,247069.4635,573562.951,131398.2419,530715.2067,231215.791,1032935.518,162120.7037,930968.9553,196710.352,689003.3486,269064.9539,848922.7057,391542.7013,985023.5939,268052.7675,1146377.664,257555.5006,764090.2235,593746.3806,772210.8891,374527.2996,1240407.294,441286.2765,1311268.899,694147.6252,1182222.143,608926.1187,15163.76904,9308.361724,9062.343242,697985.8841799999,False,,,,
2242,15.199,912.71167,+,4607734.97,,,9,M+1 isotope,18243.45812,10412.28267,1688050.605,656804.0849,1419492.845,592626.7643,780491.7293,590600.1089,1195248.214,1688424.643,687933.8092,1459483.849,1420925.079,867881.3788,1409710.018,270808.5816,1439924.013,683751.7047,1257264.517,344837.6095,776161.0648,334863.6393,4607734.97,3680878.397,2449169.325,4354935.015,2029085.539,2293429.618,1270675.564,1623110.101,628494.3565,2364526.304,405125.7898,1439806.901,744140.9744,141357.9174,1076457.805,359744.2573,706873.9506,95256.20747,561078.7318,218437.5807,1080873.915,102564.3991,1010822.293,116166.0738,621060.6539,244464.7304,1122480.891,766386.1447,1196081.997,343837.5558,1425087.969,314861.3454,920636.5373,797664.4669,918727.7007,517968.0824,1715035.44,867298.7388,1763432.317,1323216.407,1647632.972,961235.9615,11789.63994,10754.73037,10470.4846,1138071.3544461664,False,,,,
2243,15.201,911.70959,+,9580040.672,TG 15:0_18:2_22:6,TG,27,Redundant Identification,17520.62873,9999.734572,3261675.521,871674.784,2716986.395,892422.7272,1510675.556,885036.7536,2380009.608,2586808.582,1333022.46,3503794.273,3291730.008,1205076.86,2873338.997,544780.0091,2706831.965,1196221.478,2603286.566,644629.0701,1658646.202,813033.1512,9580040.672,6776100.657,8466944.779,9414158.297,4645073.763,4181894.028,2911638.717,2798301.26,1360002.666,3864464.106,879087.6247,2809772.008,1487116.842,241865.3943,2331847.543,668984.9169,1359324.924,154394.2698,1031369.611,372426.0799,2396197.51,232227.3353,1815360.684,236481.3006,1503682.88,476472.845,2163900.409,1370384.62,2422892.054,704834.6669,2858835.02,554581.123,1734455.561,1342865.779,2028004.359,1396455.322,2511176.799,1203465.241,3404394.241,2030592.576,3817665.807,2073754.556,11290.13803,10328.61405,9689.508959,2274473.622426666,True,55.0,8.0,55.0,8.0
2244,15.203,906.7547,+,38173919.73,TG 55:8,TG,83,,22463.87886,13963.77891,9306363.057,2380740.883,8886956.248,2023396.848,3998173.243,2664575.339,6661468.968,10074755.01,1543466.862,9811933.785,10408743.52,4371952.977,8311872.478,1251909.876,7690391.085,2768879.56,6944678.749,2062785.215,4020206.607,1741107.841,31819117.19,22229954.77,23793100.74,38173919.73,8598027.635,16435935.33,9258552.516,8525536.85,3677413.457,14731485.64,1829618.943,9417262.046,3709894.625,485702.0139,7569349.74,1525759.338,3984506.26,415322.8457,3226197.065,860350.8187,6401659.928,643842.3851,5748745.553,635694.204,4319638.738,1150923.631,6490945.303,3371392.757,7020551.302,1633524.183,7842358.289,1851539.746,5014525.11,3880219.962,5788356.575,3039904.325,10420061.08,4626962.662,12114153.92,6365124.992,10059063.41,4931450.741,15668.59105,13242.7174,12892.71453,6976496.568639998,True,55.0,8.0,55.0,8.0
2245,15.207,937.71692,+,3008824.24,,,4,Adduct of existing peak,23880.84412,14844.57913,495877.7268,529766.3108,812156.5237,480917.5534,258282.8446,454702.793,588374.45,1570785.473,348268.7378,733986.8373,821975.0233,475093.9269,782662.0795,148467.6519,732154.0261,441553.02,646836.8839,336889.1153,376199.1477,496983.2045,2096811.908,1655189.477,1803288.478,3008824.24,1095315.078,1660548.854,641504.8487,1109748.779,274745.0143,1000145.089,118828.421,1497296.777,266333.896,188143.4066,694173.9514,221206.31,388154.6756,113091.4454,295375.4471,189064.2117,511298.7618,129911.3852,515979.5761,236165.6292,391205.0013,137235.2378,412975.8015,374107.6463,513975.3208,185922.1679,547377.4998,314309.5617,493049.8496,501391.6022,578246.2966,671114.1659,840612.1666,753602.9571,786046.0532,1014437.16,765506.7259,859546.6693,16656.92656,14078.03487,13705.9547,670224.9518666663,False,,,,
2246,15.21,932.76953,+,16352084.46,,,32,,35652.24648,22161.80432,3907748.818,1650082.058,3678965.626,1484567.136,2011647.059,1883243.64,2740023.833,5040204.199,218198.0996,3435396.257,4187943.46,1487144.039,4029292.382,541149.4569,2876594.325,976710.2302,2978488.88,718016.4588,1818480.307,690326.2542,12077445.11,7614796.848,9243617.772,16352084.46,2717804.112,6501682.655,3359554.87,3427874.826,1158785.661,7214856.525,882937.0425,4420171.113,1152541.753,354333.7821,3058808.159,506225.9551,1883285.865,151348.6014,1563413.83,347617.4537,2452473.498,263831.2888,2444692.625,247315.2301,2125380.986,500678.2828,2275285.568,1602590.196,2233359.75,801609.5506,3606735.13,1401104.302,1965009.492,1982892.205,2950656.779,1380179.739,3801098.86,1874063.891,4811333.1,2821678.17,4762159.591,1961839.184,24867.49834,21444.54104,20461.92643,2903387.246186667,False,,,,
2247,15.216,1022.81708,+,2680758.451,,,4,,18503.68992,11502.0846,50129.13893,170231.5184,51449.50428,153268.3304,27508.14981,266024.1936,131663.9729,1384498.844,44453.0599,202884.4721,196768.1109,433457.7928,165814.1496,101893.0148,252436.0132,161870.4556,31136.87465,119758.7262,20163.86123,128802.9277,662868.3293,1095299.777,863979.5807,2680758.451,162358.1176,1157255.377,68886.8244,359533.0316,44816.21491,1002847.844,52813.77138,695161.8135,18554.14141,12389.99552,429948.893,25869.34833,18301.57002,11987.69773,21633.08344,14198.33364,25847.72609,12662.50851,23349.81781,22069.75914,21510.3232,14232.94618,24523.73693,72182.19883,26692.18185,69094.40928,212084.5156,198706.6778,249261.1695,292296.8223,590302.962,335280.5339,61102.15797,294425.65,81496.36569,372076.808,119517.3405,271020.2443,12906.353,10908.14004,10233.17554,277369.849851,False,,,,
2248,15.218,947.78632,+,33197329.94,,,22,M+1 isotope,31224.32304,19409.36141,5577902.382,2661071.91,7437843.532,2768667.154,2720526.435,2939317.358,5541216.902,15359360.25,1574201.844,7187459.178,7811462.812,7678988.205,7438215.261,1791599.892,5589470.422,3815890.868,4817660.1,3347675.489,2507892.943,2947489.236,19246065.74,22758128.55,14233201.41,33197329.94,5836021.781,14890858.58,5360206.573,11038500.31,2625051.729,17924748.48,1692594.685,10511589.8,3450990.353,661758.5823,6927529.03,2837410.556,2533024.533,569772.3654,1624381.854,2684734.07,3936239.469,827784.498,3653126.683,1116702.297,2758855.152,2107111.207,4363155.641,3292658.136,3697148.744,2592820.567,5706097.078,2128431.406,3338778.488,4959576.439,6309445.533,2774464.178,6067804.199,6981772.854,6541541.605,8585640.011,7368636.136,7060884.739,21779.01473,18781.18051,17920.60428,6148347.024978331,False,,,,
2249,15.225,967.71674,+,5176656.404,,,20,Adduct of existing peak,33249.75002,20668.38772,1266194.395,1675018.498,1676179.96,1291720.613,1145941.352,1394795.98,1801593.587,5176656.404,1120902.178,2036322.476,2466292.873,2812641.184,2729131.152,1372528.866,2523956.485,1686310.448,1732346.061,1721993.119,1003749.742,1449217.886,2933897.352,3514124.339,3003188.752,4625227.346,2578023.286,3457835.364,1774265.92,2092404.852,1066731.408,3298524.504,1035192.854,3514595.927,858923.3136,525479.2365,2114615.37,1332822.13,890194.3182,369745.6466,880799.7427,1230596.113,908116.6241,705550.7016,989803.3137,689158.618,636460.6172,1202402.206,839698.1334,1545069.293,1679245.453,1139572.978,2080360.655,1088588.573,1440811.998,2401287.518,2535130.025,2135077.043,1494932.683,1860628.389,1267011.605,2715118.794,2210410.863,2051504.384,23191.75326,19999.45864,19083.05944,1820157.10751,False,,,,
2250,15.226,951.74011,+,10523237.93,,,10,Adduct of existing identified peak,32253.24994,20048.95299,2491111.795,2118012.988,2377772.166,1476156.196,1405635.033,1860418.81,2498040.225,7451969.362,1432678.994,3955636.873,4396706.478,4632291.972,4292584.708,1718448.981,2752341.493,2117152.305,2387606.162,1817160.036,1729135.605,1902246.354,5865675.191,9103959.2,5875679.326,10523237.93,4267724.659,6400275.222,2616044.442,4763891.631,1488260.333,7726395.468,1165688.048,4467348.27,1554261.536,404510.0892,3483999.907,1289271.889,1281257.861,281453.3765,182881.4165,1411133.06,1450968.627,836303.0249,1622144.989,875653.9102,820329.7881,1468430.256,1681141.54,2409927.254,2121891.706,1403202.785,3411496.094,1623679.228,2401168.171,2881807.204,3910323.137,2023734.574,2866601.517,3333241.522,3520420.517,3980736.929,3673153.768,4015079.958,22496.69287,19400.07181,18511.13723,2924468.4403066663,False,,,,
2251,15.229,946.78546,+,71834727.67,TG 18:2_18:2_22:5,TG,14,,34441.4405,55722.43755,12902628.83,6932305.35,10242877.42,4717217.829,6885461.922,7964950.104,12275787.09,32629089.85,4056686.096,13086498.39,15018299.16,13741767.21,17266850.33,5471572.361,13317843.46,6456068.001,7218935.189,5222795.558,7252002.037,4578898.555,35717025.29,45496550.82,29387810.97,71834727.67,14093445.01,34308478.22,9890048.643,20858532.67,5942431.578,34509871.37,3435121.404,19273959.28,5774404.396,2017427.405,13559888.23,4561143.577,5486140.769,1089879.439,4332794.81,4694672.135,6510263.835,1553283.188,8583876.547,1644627.229,6173514.655,4343128.738,6427187.265,8014636.67,8163603.88,3913162.189,14245645.83,4338519.133,8247099.245,6196892.039,18307590.38,8153438.177,14097727.11,13586875.81,15604158.97,16672614.55,19872781.86,12592473.04,24022.95925,20716.25092,19767.00744,12694516.725200001,True,58.0,9.0,58.0,9.0
2252,15.231,857.74207,+,5998739.437,,,2,M+1 isotope,32858.26066,20425.0339,1013111.547,609257.373,660163.9152,618388.2489,341082.7272,800692.8229,617289.5371,2462724.653,105713.1909,697009.8306,940950.4993,1009980.614,948699.091,460915.6147,1226493.953,705001.244,1183245.775,654455.7717,477922.1712,765160.868,2102996.905,4296588.573,1610586.209,5998739.437,651879.8708,3243402.385,847248.5594,2166598.009,258525.7191,3873671.941,141689.6189,1868591.43,365890.2618,183983.7611,1252965.338,584108.2085,352195.7875,144958.3529,466352.3968,392513.7289,592113.3733,362355.529,576275.1011,313629.2747,497139.2374,463314.0455,746338.2673,799027.3024,906868.4481,534704.3385,564287.9196,276073.5932,432794.9766,905769.3449,278076.2975,783517.5124,1284614.399,1368011.59,833127.9283,2175599.128,1038862.032,1179054.342,22918.68881,19763.98092,18858.37159,1049443.9371833333,False,,,,
2253,15.235,861.69409,+,1927644.293,,,2,Adduct of existing identified peak,30186.61883,18764.31377,483756.8083,362223.4038,426029.1601,294597.0748,235993.3937,334738.5995,319929.3753,1136282.19,133744.81,390971.4337,422737.4663,690871.7364,343982.9554,262852.9693,572223.2587,465629.2464,551905.1358,459167.7595,219795.251,430310.558,1141209.904,1816967.277,603352.0345,1927644.293,540916.2061,1338305.583,531470.8897,989519.7252,189638.1216,1378457.762,64354.93748,896885.2061,210488.2772,89730.38874,746703.9501,401039.5761,229934.2734,64093.03099,199126.8003,321571.4686,318503.2793,209349.403,251349.8049,201460.854,338903.9297,300357.6508,456041.9789,523088.6544,392649.2291,351644.7151,324774.1762,183702.8258,168621.7658,503867.7519,82027.10358,273656.3625,503496.0273,745612.4117,422438.5427,970479.7103,575081.4037,932821.5253,21055.2144,18157.00973,17068.19876,511543.3186798332,False,,,,
2254,15.236,856.73877,+,16055150.98,TG 51:5,TG,19,,34481.82154,55787.7696,2691866.959,1538387.098,2416815.238,1270685.489,870185.9066,1836375.571,1499323.713,6328658.177,222395.8804,1372985.821,2353157.186,2685771.972,1343279.516,1047728.648,3303290.468,1707639.693,2260207.796,1305908.823,1311692.844,2071645.412,6657186.44,10305262.39,3090253.061,16055150.98,1763935.368,6010151.152,2475522.676,4906806.6,635714.9322,7223535.055,411203.6588,4562498.131,920930.2979,445128.1359,3584190.692,1415653.713,751123.2445,342206.4942,1451130.91,1513536.665,1322957.573,788928.4471,1377806.463,684563.5312,1160144.836,1154212.699,1470126.728,2864096.359,1283015.78,1212598.034,1728775.189,616276.1942,898341.34,2299171.47,922851.5163,2153164.281,2542660.595,3773464.19,2412510.809,4265203.821,2105668.329,2853383.13,24051.12509,22341.44212,19790.18337,2521224.8509316663,True,51.0,5.0,51.0,5.0
2255,15.253,989.81689,+,3299337.016,,,2,M+1 isotope,19853.78218,12341.31588,679340.8341,609917.485,1174179.973,734245.6474,367016.9926,1004262.012,826730.5045,2403475.582,421861.3468,1449661.308,1424290.769,1250004.529,1046913.13,417958.4269,1210755.012,522933.2218,622089.8894,429553.7644,317639.0251,352848.4709,1753701.753,1372505.784,2196125.474,3299337.016,888765.1212,2544029.373,679872.0124,1566410.794,425386.3884,1861137.243,341837.4428,1509104.33,431441.1642,109298.0044,1132601.118,295786.8937,318715.1939,35713.33071,351241.7648,237774.3767,353464.3202,127140.0984,444131.3803,162715.3993,359007.8184,273646.2121,296123.397,849967.2434,379031.1959,299348.2697,1054018.592,591764.9678,866313.5004,811259.4716,1309829.33,733064.5401,779380.127,897130.0395,819602.0652,1144230.029,1153966.267,967764.3659,13848.04449,11941.89115,11225.77863,857386.8169418332,False,,,,
2256,15.256,988.81561,+,8014231.211,,,11,M+1 isotope,24802.87923,40128.31255,1827924.557,1580934.801,6292852.531,1755681.221,958845.3681,2336255.858,2132586.639,3361664.015,1067913.351,3264069.055,7318003.594,3161267.251,3074820.291,1240546.864,2982585.695,1484345.418,1356074.125,1159845.816,984009.711,1127881.973,4084873.184,6690584.572,4216023.392,8014231.211,1627678.655,5182285.164,1133785.135,3597645.872,884000.6598,3689527.293,773590.8386,3846625.119,897099.4755,483300.2833,5712959.05,918910.329,770104.6659,220563.3927,565411.9526,757818.616,2145551.553,498387.3336,927304.4343,580371.9734,834322.1442,812179.9389,855667.9901,1839955.861,875947.9067,912557.981,2620470.931,1774767.774,2103484.125,880924.2627,1636290.439,1865613.449,1426193.935,4991037.007,2064049.052,1502736.252,3192765.884,2448546.283,17300.04752,16070.26735,14024.11032,2182305.609323333,False,,,,
2257,15.257,987.81128,+,14288315.79,,,22,,26141.30473,42293.73682,4478245.922,3142157.902,6158167.52,3877336.838,2530066.598,4519146.971,6095784.761,14288315.79,1239148.164,8827881.705,7435281.651,7312814.733,2819381.282,2137345.13,2999247.994,2829878.754,3475169.319,2391038.558,2053259.716,2174317.605,6650106.882,14181329.45,13640763.75,8089126.015,4743422.459,11359156.48,4397751.614,4265212.107,2612975.681,10001852.48,1806279.624,11643089.91,2260239.049,854850.716,5852573.778,1732505.526,1774419.117,450944.9166,1657812.83,1378690.704,2527880.553,952820.2386,2467076.136,1133891.388,1965222.759,1466540.935,3055500.275,3747301.927,2747460.333,1788471.36,2181802.576,4570386.482,2133229.542,4342464.154,7447706.971,1460011.112,1876209.742,4839876.284,3008283.972,4964937.35,6670575.236,3123829.314,18233.60142,16937.45923,14780.88644,4332235.647103334,False,,,,
2258,15.261,1002.75824,+,2073693.106,,,3,M+1 isotope,22259.95963,36014.15017,476251.5075,631995.4087,922397.6292,782729.316,337193.7258,1089102.182,672556.6737,1755954.427,430148.8134,1048481.503,1161750.356,878064.0051,1084977.537,352348.1667,1206123.152,441924.6791,374007.2504,270153.794,289035.0059,224167.2829,1771178.65,1361134.632,1517258.413,2073693.106,794666.2596,1461785.404,533536.326,1274762.43,349070.742,1269136.05,271192.0677,1377359.477,452267.4124,118985.9127,634745.5221,205342.4492,332059.679,25673.87221,224010.9559,207638.3971,408064.4748,90740.52979,355555.452,108039.4155,311207.1223,229479.9594,294974.0763,572789.0285,300274.6697,272191.2843,882567.8982,1099086.28,855887.3931,864918.8459,1127126.428,725436.4058,614642.5342,640042.5639,779560.362,676661.6748,864052.5733,663907.8592,15526.35707,14422.66033,12586.28592,697169.463915,False,,,,
2259,15.266,1018.73364,+,1209906.697,,,3,M+1 isotope,18239.31083,29509.18557,325873.3027,660364.8219,580120.432,709657.4163,256262.0513,1149698.141,656949.0844,1122062.15,356913.4783,801406.8005,750122.0598,711909.1285,875619.9076,292520.1518,1004061.596,441047.3037,284240.4874,255051.4285,229466.0537,285770.6757,792558.8448,622775.9709,1198123.921,817902.6761,461406.3958,830640.0535,354994.3821,623763.6878,384695.2844,326466.8637,272480.2131,1065493.048,468498.8133,157861.1098,589101.5529,126671.7722,254454.1739,55961.83088,206762.3125,183326.5975,296452.8382,83366.32147,257403.4363,191710.1918,329067.3776,237535.1102,200337.3654,547369.7427,274575.6847,224142.4233,579721.7428,1114190.676,504787.4745,623120.304,1209906.697,504135.8609,443308.938,453388.2194,498983.2176,477371.4126,824252.6569,478556.9072,12721.94817,10970.79955,10312.91992,513161.75059583335,False,,,,
2260,15.268,1017.73059,+,2195966.547,,,16,Adduct of existing peak,19268.38233,31174.10931,974633.6041,1171984.597,1315214.969,1338235.186,503035.8843,2155871.899,1031583.597,1704950.749,793119.4607,1395821.031,1751236.351,1169523.992,1236480.394,690052.1051,1886150.922,870172.909,629912.8726,517609.4907,433351.0777,515527.6812,1928141.782,1341173.365,2195966.547,1501088.445,933867.6822,1264837.766,758376.5265,1357939.304,727096.4461,837083.3158,563519.8726,1818683.143,906324.4718,382575.8221,1010684.259,401029.0164,458736.6698,91454.21696,383700.6221,332725.5847,614360.9815,220181.3682,464895.5322,366426.5203,801527.3677,407211.7697,497746.542,910766.474,550196.5835,446495.6217,1068033.236,2026152.373,1089934.983,1332161.453,1847422.503,1036933.495,877965.5361,1102556.022,1006766.297,977315.3768,1254050.674,887292.1951,13439.72717,12484.35927,10894.78028,975358.5120593336,False,,,,
2261,15.27,1037.82959,+,3007028.462,,,17,Adduct of existing peak,18525.31639,29971.91089,951795.8357,872834.8279,741616.9115,1226882.328,650583.8871,1407139.205,1253837.842,3007028.462,704590.8254,1882370.891,2082355.681,1322499.331,1603600.106,478858.4681,1903177.691,738173.1793,549606.7116,464227.7203,414117.0248,428610.6366,2083756.992,2244459.068,2684288.724,2327219.797,1142507.476,2146455.72,1208114.241,2079539.148,601075.8951,1708804.25,598877.122,1788888.703,643100.9765,177486.0884,1292751.466,305660.5839,543240.4362,49508.0695,402738.9333,254089.3793,767426.8815,158949.305,498069.3939,180044.1627,577314.3975,309768.9082,480033.2022,804000.9305,661269.7001,424771.7869,1462964.567,1315412.241,1451143.908,1069178.461,1741423.301,904882.112,1241262.024,968894.3864,1540349.74,1205592.054,1596654.749,1134141.987,12921.4375,12002.91241,10474.63394,1077884.5387833333,False,,,,
2262,15.271,1001.75537,+,4664759.861,,,23,Adduct of existing peak,21446.45779,34697.99427,1047905.205,1283774.442,1882445.888,1247466.442,819494.7746,2463577.479,1679060.544,3718213.353,938976.3623,2156192.753,2298098.136,1516791.539,1819641.214,740729.4751,2308757.427,885368.8654,634215.9183,625836.5057,543842.1977,514879.0697,3342996.618,2765102.018,4664759.861,3618715.988,1776963.261,2771976.247,1115151.661,2423450.58,824076.7794,2420330.824,577922.7951,1717910.386,747647.4986,301810.8183,1641917.296,453265.8995,632909.9111,76001.59763,369666.8414,441472.6152,921531.8545,255901.2265,644579.3316,260056.777,713379.4082,467863.629,677300.4663,1193919.167,671411.0906,631176.3323,1139267.748,1944984.075,1831889.164,1836923.47,2654549.888,1336679.486,1159244.914,1312219.394,1606064.189,1395586.724,1444295.671,1313608.583,14958.93825,13895.57669,12126.31353,1399744.5862955004,False,,,,
2263,15.273,997.80402,+,8903510.107,,,9,M+1 isotope,22086.43844,35733.41209,1879208.008,1694191.739,2463891.83,1880683.741,861951.4421,3153845.565,2260728.365,4864727.759,745293.0944,3259568.635,2971957.134,1919493.824,2641729.993,775902.0791,2535072.952,962292.3466,1240221.166,815742.9565,909297.2667,766382.9396,5275255.094,5827829.912,5487525.764,8903510.107,1986829.016,4357263.745,1835056.104,3317765.913,1101833.661,4336957.106,941364.4875,3592228.336,1024478.866,375368.882,2335511.068,529232.6271,691713.5072,84925.28276,537551.2032,384151.6576,1041248.708,245901.9203,1112965.828,278008.7089,843537.9675,633752.1835,1252011.804,1614670.104,907116.6619,685158.5913,2306350.744,1760525.385,1974576.783,1958030.29,4227738.418,1492092.649,2338735.859,1495176.228,2456045.592,2336804.948,2748425.329,1815821.215,15405.32576,14310.23258,12488.1731,2055599.6810726675,False,,,,
2264,15.275,996.80164,+,17324989.99,,,30,,22667.10323,36672.86345,3265797.458,2639542.82,4557506.029,2979337.264,1631360.024,4433790.422,3537947.338,11844202.23,1079045.097,5657943.21,6396890.212,3921748.938,6082864.831,1601058.189,5873942.698,2118740.825,2119095.335,1518391.53,1488260.618,1458573.81,9169069.817,11092880.98,10371699.84,17324989.99,3761112.159,8812838.235,2053433.162,6203859.271,1759194.899,5898787.349,1620233.348,6911165.828,1687501.931,619427.1684,4506884.304,1030198.234,1524392.599,175487.1107,1006352.873,667778.2561,1973009.398,525744.493,1689109.578,578926.5163,2038936.447,1118706.074,1635389.562,3253608.305,1292639.336,1364360.645,5087141.868,4449007.989,4347320.869,4334869.625,5892330.037,3516680.389,3291962.834,3245634.522,5635829.463,4078979.698,5183220.754,3425646.239,15810.34038,14686.45658,12816.49414,3848107.426075,False,,,,
2265,15.287,869.742,+,13437414.75,,,2,M+1 isotope,24381.53046,39446.61689,3234644.123,819850.5024,2989087.441,753310.4769,2075043.438,1259945.223,4238927.814,4599095.44,402725.3632,5635674.257,3207123.45,1939974.934,4202854.392,906203.1419,2159828.437,1821272.011,4410562.449,1081582.125,1520177.331,1194251.52,6970745.024,4810227.098,3418325.375,13437414.75,3275617.544,7146076.552,4863670.382,3213081.639,1150880.296,6047263.435,1358060.534,1771301.086,2524814.282,228988.5577,3376659.346,986851.7038,2681981.581,182113.4212,1909269.113,1059250.685,3096637.065,531339.7206,4850425.957,485327.0334,1878934.698,822976.4975,2425382.607,3324635.497,2475345.372,1043563.303,2743651.766,1981032.431,1722666.293,1031574.634,1325641.4,848724.1649,5597788.071,3575346.888,3771355.616,4812710.757,3056987.015,2091241.454,17006.15608,15797.26729,13785.87017,2812469.4283550004,False,,,,
2266,15.288,873.69452,+,6661597.069,,,9,Adduct of existing peak,11770.40015,35289.96697,2670396.087,1826959.477,2637754.023,743547.2214,2330063.016,2003411.883,1811260.017,2646346.626,1460181.497,2430701.253,2896923.827,1424850.859,3108199.089,1393929.137,3629976.076,1572542.67,2633827.082,1056942.305,1643269.707,745615.7365,4588395.801,6661597.069,3286092.84,2697944.022,2018778.982,5274604.927,2787236.956,2258112.502,992256.8309,3142042.573,781294.0095,3336617.983,2327630.022,443398.3725,2499975.897,2514561.926,3631203.686,254233.3246,1699682.596,848466.887,2284545.593,1291325.025,5110986.619,494843.442,2000041.403,635492.3343,2164869.802,3439935.407,3066026.879,825779.7686,1994676.296,746297.6414,1185295.349,1872881.475,1146610.437,1221938.517,4318062.469,1765357.269,2436870.17,4722695.854,2338493.518,1632548.354,15214.14848,14132.6452,12333.19715,2250821.5515616667,False,,,,
2267,15.29,991.71552,+,8144001.069,,,57,Adduct of existing identified peak,12114.19329,36320.7262,6348439.713,3289903.416,6915032.882,3535267.727,4443468.437,6690893.459,5314107.07,7186535.195,3256491.33,5775968.395,6627499.311,3838349.725,4668933.877,1951514.971,5992860.21,2622879.998,3611096.718,2393904.61,3490958.983,2062779.919,7891739.55,6695702.642,8144001.069,5100842.531,3448837.21,4576991.076,6801184.413,4714751.969,4587088.713,4688389.072,4109292.394,5003842.673,4804098.229,1392727.769,4165096.62,1562285.386,2750984.119,682272.2621,3712662.167,1555231.478,4589769.202,1300651.036,3720268.141,1418731.907,4771751.104,2554966.296,4326788.657,2787588.942,3715727.862,1901614.065,6965893.116,5632913.901,5586022.618,4527172.084,5904326.683,3855572.499,5731079.348,3259089.317,5275672.653,3158689.068,7720256.534,2990150.721,15658.52759,14545.43546,12693.42862,4303593.540018333,False,,,,
2268,15.291,868.73944,+,38313403.14,,,6,,11886.91944,35639.31467,10594833.1,2077962.256,9338262.592,2774023.144,6967906.6,4024895.955,6373936.87,10940411.88,1308176.914,9234232.988,8763356.962,5193782.021,10439639.98,1888954.264,5541074.609,3521386.308,11397513.42,2744549.526,5409425.12,2920180.746,19202736.06,16001514.49,11056822.23,38313403.14,4780329.256,18385057.6,12447018.16,8551453.645,3843677.36,19366444.52,1428845.763,6781421.646,7129690.675,762596.2065,10340831.18,2849833.679,10670638.15,638135.3945,7991874.325,4073135.062,8850626.03,1534027.188,8353491.311,1053356.752,6672565.919,2246984.852,6761003.681,9529717.299,8831400.815,2620486.457,6025793.986,2075278.345,3324771.676,3928546.93,3741462.496,2294856.373,14685895.58,12184549.63,10234885.74,13252646.95,12551655.54,4611851.938,18864.8258,14272.54919,12455.28777,7689404.756816669,False,,,,
